timestamp,floor,zone,category,power_watt,kwh
2025-03-01 01:00:00,2,HR,IT,123.07,0.123
2025-03-01 01:00:00,2,HR,OTHER,35.76,0.036
2025-03-01 01:00:00,3,IT,AC,638.64,0.639
2025-03-01 01:00:00,3,IT,LIGHTING,83.13,0.083
2025-03-01 01:00:00,3,IT,IT,117.31,0.117
2025-03-01 01:00:00,3,IT,ELEVATOR,439.18,0.439
2025-03-01 01:00:00,3,IT,OTHER,76.77,0.077
2025-03-01 01:00:00,4,Legal,AC,689.48,0.689
2025-03-01 01:00:00,4,Legal,LIGHTING,144.13,0.144
2025-03-01 01:00:00,4,Legal,IT,93.35,0.093
2025-03-01 01:00:00,4,Legal,OTHER,66.8,0.067
2025-03-01 01:00:00,5,Finance,AC,634.62,0.635
2025-03-01 01:00:00,5,Finance,LIGHTING,138.78,0.139
2025-03-01 01:00:00,5,Finance,IT,129.21,0.129
2025-03-01 01:00:00,5,Finance,OTHER,23.48,0.023
2025-03-01 01:00:00,6,Marketing,AC,649.56,0.65
2025-03-01 01:00:00,6,Marketing,LIGHTING,95.69,0.096
2025-03-01 01:00:00,6,Marketing,IT,121.78,0.122
2025-03-01 01:00:00,6,Marketing,OTHER,21.26,0.021
2025-03-01 01:00:00,7,Management,AC,677.22,0.677
2025-03-01 01:00:00,7,Management,LIGHTING,136.45,0.136
2025-03-01 01:00:00,7,Management,IT,105.96,0.106
2025-03-01 01:00:00,7,Management,OTHER,65.5,0.066
2025-03-01 01:00:00,8,Executive Office,AC,638.78,0.639
2025-03-01 01:00:00,8,Executive Office,LIGHTING,103.96,0.104
2025-03-01 01:00:00,8,Executive Office,IT,136.19,0.136
2025-03-01 01:00:00,8,Executive Office,OTHER,51.84,0.052
2025-03-01 02:00:00,1,Lobby,AC,734.29,0.734
2025-03-01 02:00:00,1,Lobby,LIGHTING,144.74,0.145
2025-03-01 02:00:00,1,Lobby,IT,108.08,0.108
2025-03-01 02:00:00,1,Lobby,ELEVATOR,561.29,0.561
2025-03-01 02:00:00,1,Lobby,OTHER,77.45,0.077
2025-03-01 02:00:00,2,HR,AC,694.92,0.695
2025-03-01 02:00:00,2,HR,LIGHTING,144.21,0.144
2025-03-01 02:00:00,2,HR,IT,126.8,0.127
2025-03-01 02:00:00,2,HR,OTHER,35.45,0.035
2025-03-01 02:00:00,3,IT,AC,694.48,0.694
2025-03-01 02:00:00,3,IT,LIGHTING,101.29,0.101
2025-03-01 02:00:00,3,IT,IT,102.37,0.102
2025-03-01 02:00:00,3,IT,ELEVATOR,569.12,0.569
2025-03-01 02:00:00,3,IT,OTHER,61.42,0.061
2025-03-01 02:00:00,4,Legal,AC,735.65,0.736
2025-03-01 02:00:00,4,Legal,LIGHTING,86.52,0.087
2025-03-01 02:00:00,4,Legal,IT,106.43,0.106
2025-03-01 02:00:00,4,Legal,OTHER,33.49,0.033
2025-03-01 02:00:00,5,Finance,AC,778.67,0.779
2025-03-01 02:00:00,5,Finance,LIGHTING,81.49,0.081
2025-03-01 02:00:00,5,Finance,IT,117.64,0.118
2025-03-01 02:00:00,5,Finance,OTHER,27.5,0.028
2025-03-01 02:00:00,6,Marketing,AC,739.06,0.739
2025-03-01 02:00:00,6,Marketing,LIGHTING,91.94,0.092
2025-03-01 02:00:00,6,Marketing,IT,134.03,0.134
2025-03-01 02:00:00,6,Marketing,OTHER,56.58,0.057
2025-03-01 02:00:00,7,Management,AC,693.12,0.693
2025-03-01 02:00:00,7,Management,LIGHTING,133.04,0.133
2025-03-01 02:00:00,7,Management,IT,98.34,0.098
2025-03-01 02:00:00,7,Management,OTHER,43.9,0.044
2025-03-01 02:00:00,8,Executive Office,AC,637.97,0.638
2025-03-01 02:00:00,8,Executive Office,LIGHTING,125.39,0.125
2025-03-01 02:00:00,8,Executive Office,IT,99.13,0.099
2025-03-01 02:00:00,8,Executive Office,OTHER,38.81,0.039
2025-03-01 03:00:00,1,Lobby,AC,625.3,0.625
2025-03-01 03:00:00,1,Lobby,LIGHTING,106.72,0.107
2025-03-01 03:00:00,1,Lobby,IT,61.56,0.062
2025-03-01 03:00:00,1,Lobby,ELEVATOR,525.17,0.525
2025-03-01 03:00:00,1,Lobby,OTHER,65.19,0.065
2025-03-01 03:00:00,2,HR,AC,732.21,0.732
2025-03-01 03:00:00,2,HR,LIGHTING,98.2,0.098
2025-03-01 03:00:00,2,HR,IT,108.65,0.109
2025-03-01 03:00:00,2,HR,OTHER,59.62,0.06
2025-03-01 03:00:00,3,IT,AC,718.11,0.718
2025-03-01 03:00:00,3,IT,LIGHTING,121.25,0.121
2025-03-01 03:00:00,3,IT,IT,93.65,0.094
2025-03-01 03:00:00,3,IT,ELEVATOR,660.42,0.66
2025-03-01 03:00:00,3,IT,OTHER,65.14,0.065
2025-03-01 03:00:00,4,Legal,AC,761.94,0.762
2025-03-01 03:00:00,4,Legal,LIGHTING,116.44,0.116
2025-03-01 03:00:00,4,Legal,IT,77.98,0.078
2025-03-01 03:00:00,4,Legal,OTHER,63.38,0.063
2025-03-01 03:00:00,5,Finance,AC,603.06,0.603
2025-03-01 03:00:00,5,Finance,LIGHTING,106.9,0.107
2025-03-01 03:00:00,5,Finance,IT,132.37,0.132
2025-03-01 03:00:00,5,Finance,OTHER,24.44,0.024
2025-03-01 03:00:00,6,Marketing,AC,721.32,0.721
2025-03-01 03:00:00,6,Marketing,LIGHTING,132.0,0.132
2025-03-01 03:00:00,6,Marketing,IT,89.11,0.089
2025-03-01 03:00:00,6,Marketing,OTHER,58.92,0.059
2025-03-01 03:00:00,7,Management,AC,605.55,0.606
2025-03-01 03:00:00,7,Management,LIGHTING,118.61,0.119
2025-03-01 03:00:00,7,Management,IT,146.18,0.146
2025-03-01 03:00:00,7,Management,OTHER,56.65,0.057
2025-03-01 03:00:00,8,Executive Office,AC,743.72,0.744
2025-03-01 03:00:00,8,Executive Office,LIGHTING,113.63,0.114
2025-03-01 03:00:00,8,Executive Office,IT,74.84,0.075
2025-03-01 03:00:00,8,Executive Office,OTHER,62.43,0.062
2025-03-01 04:00:00,1,Lobby,AC,712.7,0.713
2025-03-01 04:00:00,1,Lobby,LIGHTING,107.62,0.108
2025-03-01 04:00:00,1,Lobby,IT,117.68,0.118
2025-03-01 04:00:00,1,Lobby,ELEVATOR,558.02,0.558
2025-03-01 04:00:00,1,Lobby,OTHER,24.24,0.024
2025-03-01 04:00:00,2,HR,AC,648.81,0.649
2025-03-01 04:00:00,2,HR,LIGHTING,135.19,0.135
2025-03-01 04:00:00,2,HR,IT,99.82,0.1
2025-03-01 04:00:00,2,HR,OTHER,24.86,0.025
2025-03-01 04:00:00,3,IT,AC,773.17,0.773
2025-03-01 04:00:00,3,IT,LIGHTING,113.6,0.114
2025-03-01 04:00:00,3,IT,IT,82.59,0.083
2025-03-01 04:00:00,3,IT,ELEVATOR,497.43,0.497
2025-03-01 04:00:00,3,IT,OTHER,68.66,0.069
2025-03-01 04:00:00,4,Legal,AC,693.52,0.694
2025-03-01 04:00:00,4,Legal,LIGHTING,124.1,0.124
2025-03-01 04:00:00,4,Legal,IT,67.37,0.067
2025-03-01 04:00:00,4,Legal,OTHER,68.93,0.069
2025-03-01 04:00:00,5,Finance,AC,672.93,0.673
2025-03-01 04:00:00,5,Finance,LIGHTING,110.12,0.11
2025-03-01 04:00:00,5,Finance,IT,80.15,0.08
2025-03-01 04:00:00,5,Finance,OTHER,67.26,0.067
2025-03-01 04:00:00,6,Marketing,AC,765.45,0.765
2025-03-01 04:00:00,6,Marketing,LIGHTING,83.53,0.084
2025-03-01 04:00:00,6,Marketing,IT,117.74,0.118
2025-03-01 04:00:00,6,Marketing,OTHER,63.43,0.063
2025-03-01 04:00:00,7,Management,AC,634.06,0.634
2025-03-01 04:00:00,7,Management,LIGHTING,118.95,0.119
2025-03-01 04:00:00,7,Management,IT,138.71,0.139
2025-03-01 04:00:00,7,Management,OTHER,55.05,0.055
2025-03-01 04:00:00,8,Executive Office,AC,631.08,0.631
2025-03-01 04:00:00,8,Executive Office,LIGHTING,145.09,0.145
2025-03-01 04:00:00,8,Executive Office,IT,67.23,0.067
2025-03-01 04:00:00,8,Executive Office,OTHER,30.69,0.031
2025-03-01 05:00:00,1,Lobby,AC,742.86,0.743
2025-03-01 05:00:00,1,Lobby,LIGHTING,93.66,0.094
2025-03-01 05:00:00,1,Lobby,IT,91.7,0.092
2025-03-01 05:00:00,1,Lobby,ELEVATOR,685.29,0.685
2025-03-01 05:00:00,1,Lobby,OTHER,50.16,0.05
2025-03-01 05:00:00,2,HR,AC,684.06,0.684
2025-03-01 05:00:00,2,HR,LIGHTING,84.66,0.085
2025-03-01 05:00:00,2,HR,IT,133.82,0.134
2025-03-01 05:00:00,2,HR,OTHER,78.9,0.079
2025-03-01 05:00:00,3,IT,AC,709.24,0.709
2025-03-01 05:00:00,3,IT,LIGHTING,125.38,0.125
2025-03-01 05:00:00,3,IT,IT,81.16,0.081
2025-03-01 05:00:00,3,IT,ELEVATOR,667.68,0.668
2025-03-01 05:00:00,3,IT,OTHER,34.01,0.034
2025-03-01 05:00:00,4,Legal,AC,727.75,0.728
2025-03-01 05:00:00,4,Legal,LIGHTING,134.74,0.135
2025-03-01 05:00:00,4,Legal,IT,90.47,0.09
2025-03-01 05:00:00,4,Legal,OTHER,71.58,0.072
2025-03-01 05:00:00,5,Finance,AC,610.0,0.61
2025-03-01 05:00:00,5,Finance,LIGHTING,127.03,0.127
2025-03-01 05:00:00,5,Finance,IT,65.01,0.065
2025-03-01 05:00:00,5,Finance,OTHER,75.12,0.075
2025-03-01 05:00:00,6,Marketing,AC,782.67,0.783
2025-03-01 05:00:00,6,Marketing,LIGHTING,139.86,0.14
2025-03-01 05:00:00,6,Marketing,IT,105.97,0.106
2025-03-01 05:00:00,6,Marketing,OTHER,37.71,0.038
2025-03-01 05:00:00,7,Management,AC,676.37,0.676
2025-03-01 05:00:00,7,Management,LIGHTING,149.13,0.149
2025-03-01 05:00:00,7,Management,IT,100.36,0.1
2025-03-01 05:00:00,7,Management,OTHER,76.38,0.076
2025-03-01 05:00:00,8,Executive Office,AC,791.73,0.792
2025-03-01 05:00:00,8,Executive Office,LIGHTING,111.73,0.112
2025-03-01 05:00:00,8,Executive Office,IT,127.11,0.127
2025-03-01 05:00:00,8,Executive Office,OTHER,40.25,0.04
2025-03-01 06:00:00,1,Lobby,AC,610.76,0.611
2025-03-01 06:00:00,1,Lobby,LIGHTING,141.34,0.141
2025-03-01 06:00:00,1,Lobby,IT,90.13,0.09
2025-03-01 06:00:00,1,Lobby,ELEVATOR,646.86,0.647
2025-03-01 06:00:00,1,Lobby,OTHER,57.94,0.058
2025-03-01 06:00:00,2,HR,AC,774.2,0.774
2025-03-01 06:00:00,2,HR,LIGHTING,123.81,0.124
2025-03-01 06:00:00,2,HR,IT,115.46,0.115
2025-03-01 06:00:00,2,HR,OTHER,64.62,0.065
2025-03-01 06:00:00,3,IT,AC,610.57,0.611
2025-03-01 06:00:00,3,IT,LIGHTING,136.19,0.136
2025-03-01 06:00:00,3,IT,IT,107.65,0.108
2025-03-01 06:00:00,3,IT,ELEVATOR,630.17,0.63
2025-03-01 06:00:00,3,IT,OTHER,57.09,0.057
2025-03-01 06:00:00,4,Legal,AC,752.38,0.752
2025-03-01 06:00:00,4,Legal,LIGHTING,112.43,0.112
2025-03-01 06:00:00,4,Legal,IT,148.62,0.149
2025-03-01 06:00:00,4,Legal,OTHER,60.08,0.06
2025-03-01 06:00:00,5,Finance,AC,662.92,0.663
2025-03-01 06:00:00,5,Finance,LIGHTING,97.0,0.097
2025-03-01 06:00:00,5,Finance,IT,135.5,0.136
2025-03-01 06:00:00,5,Finance,OTHER,27.66,0.028
2025-03-01 06:00:00,6,Marketing,AC,723.67,0.724
2025-03-01 06:00:00,6,Marketing,LIGHTING,134.18,0.134
2025-03-01 06:00:00,6,Marketing,IT,71.22,0.071
2025-03-01 06:00:00,6,Marketing,OTHER,60.59,0.061
2025-03-01 06:00:00,7,Management,AC,629.68,0.63
2025-03-01 06:00:00,7,Management,LIGHTING,103.6,0.104
2025-03-01 06:00:00,7,Management,IT,96.54,0.097
2025-03-01 06:00:00,7,Management,OTHER,47.46,0.047
2025-03-01 06:00:00,8,Executive Office,AC,669.09,0.669
2025-03-01 06:00:00,8,Executive Office,LIGHTING,129.1,0.129
2025-03-01 06:00:00,8,Executive Office,IT,80.77,0.081
2025-03-01 06:00:00,8,Executive Office,OTHER,48.16,0.048
2025-03-01 07:00:00,1,Lobby,AC,698.21,0.698
2025-03-01 07:00:00,1,Lobby,LIGHTING,98.63,0.099
2025-03-01 07:00:00,1,Lobby,IT,133.54,0.134
2025-03-01 07:00:00,1,Lobby,ELEVATOR,678.91,0.679
2025-03-01 07:00:00,1,Lobby,OTHER,48.0,0.048
2025-03-01 07:00:00,2,HR,AC,754.32,0.754
2025-03-01 07:00:00,2,HR,LIGHTING,108.29,0.108
2025-03-01 07:00:00,2,HR,IT,99.88,0.1
2025-03-01 07:00:00,2,HR,OTHER,46.3,0.046
2025-03-01 07:00:00,3,IT,AC,698.64,0.699
2025-03-01 07:00:00,3,IT,LIGHTING,123.63,0.124
2025-03-01 07:00:00,3,IT,IT,88.15,0.088
2025-03-01 07:00:00,3,IT,ELEVATOR,588.41,0.588
2025-03-01 07:00:00,3,IT,OTHER,42.56,0.043
2025-03-01 07:00:00,4,Legal,AC,732.76,0.733
2025-03-01 07:00:00,4,Legal,LIGHTING,104.82,0.105
2025-03-01 07:00:00,4,Legal,IT,84.27,0.084
2025-03-01 07:00:00,4,Legal,OTHER,51.67,0.052
2025-03-01 07:00:00,5,Finance,AC,715.04,0.715
2025-03-01 07:00:00,5,Finance,LIGHTING,133.68,0.134
2025-03-01 07:00:00,5,Finance,IT,81.78,0.082
2025-03-01 07:00:00,5,Finance,OTHER,27.05,0.027
2025-03-01 07:00:00,6,Marketing,AC,645.68,0.646
2025-03-01 07:00:00,6,Marketing,LIGHTING,137.03,0.137
2025-03-01 07:00:00,6,Marketing,IT,133.34,0.133
2025-03-01 07:00:00,6,Marketing,OTHER,55.48,0.055
2025-03-01 07:00:00,7,Management,AC,602.83,0.603
2025-03-01 07:00:00,7,Management,LIGHTING,114.72,0.115
2025-03-01 07:00:00,7,Management,IT,80.83,0.081
2025-03-01 07:00:00,7,Management,OTHER,71.4,0.071
2025-03-01 07:00:00,8,Executive Office,AC,676.04,0.676
2025-03-01 07:00:00,8,Executive Office,LIGHTING,109.67,0.11
2025-03-01 07:00:00,8,Executive Office,IT,137.79,0.138
2025-03-01 07:00:00,8,Executive Office,OTHER,78.59,0.079
2025-03-01 08:00:00,1,Lobby,AC,704.58,0.705
2025-03-01 08:00:00,1,Lobby,LIGHTING,119.65,0.12
2025-03-01 08:00:00,1,Lobby,IT,91.8,0.092
2025-03-01 08:00:00,1,Lobby,ELEVATOR,434.28,0.434
2025-03-01 08:00:00,1,Lobby,OTHER,74.91,0.075
2025-03-01 08:00:00,2,HR,AC,671.72,0.672
2025-03-01 08:00:00,2,HR,LIGHTING,116.15,0.116
2025-03-01 08:00:00,2,HR,IT,62.66,0.063
2025-03-01 08:00:00,2,HR,OTHER,77.49,0.077
2025-03-01 08:00:00,3,IT,AC,638.29,0.638
2025-03-01 08:00:00,3,IT,LIGHTING,83.75,0.084
2025-03-01 08:00:00,3,IT,IT,108.48,0.108
2025-03-01 08:00:00,3,IT,ELEVATOR,505.59,0.506
2025-03-01 08:00:00,3,IT,OTHER,23.43,0.023
2025-03-01 08:00:00,4,Legal,AC,779.26,0.779
2025-03-01 08:00:00,4,Legal,LIGHTING,149.71,0.15
2025-03-01 08:00:00,4,Legal,IT,116.06,0.116
2025-03-01 08:00:00,4,Legal,OTHER,44.53,0.045
2025-03-01 08:00:00,5,Finance,AC,617.39,0.617
2025-03-01 08:00:00,5,Finance,LIGHTING,107.81,0.108
2025-03-01 08:00:00,5,Finance,IT,148.2,0.148
2025-03-01 08:00:00,5,Finance,OTHER,22.35,0.022
2025-03-01 08:00:00,6,Marketing,AC,605.64,0.606
2025-03-01 08:00:00,6,Marketing,LIGHTING,145.58,0.146
2025-03-01 08:00:00,6,Marketing,IT,89.87,0.09
2025-03-01 08:00:00,6,Marketing,OTHER,36.1,0.036
2025-03-01 08:00:00,7,Management,AC,776.38,0.776
2025-03-01 08:00:00,7,Management,LIGHTING,128.88,0.129
2025-03-01 08:00:00,7,Management,IT,68.71,0.069
2025-03-01 08:00:00,7,Management,OTHER,55.05,0.055
2025-03-01 08:00:00,8,Executive Office,AC,769.97,0.77
2025-03-01 08:00:00,8,Executive Office,LIGHTING,87.28,0.087
2025-03-01 08:00:00,8,Executive Office,IT,112.58,0.113
2025-03-01 08:00:00,8,Executive Office,OTHER,49.34,0.049
2025-03-01 09:00:00,1,Lobby,AC,722.53,0.723
2025-03-01 09:00:00,1,Lobby,LIGHTING,109.89,0.11
2025-03-01 09:00:00,1,Lobby,IT,83.58,0.084
2025-03-01 09:00:00,1,Lobby,ELEVATOR,434.95,0.435
2025-03-01 09:00:00,1,Lobby,OTHER,34.86,0.035
2025-03-01 09:00:00,2,HR,AC,706.78,0.707
2025-03-01 09:00:00,2,HR,LIGHTING,138.94,0.139
2025-03-01 09:00:00,2,HR,IT,72.05,0.072
2025-03-01 09:00:00,2,HR,OTHER,24.7,0.025
2025-03-01 09:00:00,3,IT,AC,636.43,0.636
2025-03-01 09:00:00,3,IT,LIGHTING,93.92,0.094
2025-03-01 09:00:00,3,IT,IT,130.53,0.131
2025-03-01 09:00:00,3,IT,ELEVATOR,434.23,0.434
2025-03-01 09:00:00,3,IT,OTHER,22.94,0.023
2025-03-01 09:00:00,4,Legal,AC,728.3,0.728
2025-03-01 09:00:00,4,Legal,LIGHTING,146.91,0.147
2025-03-01 09:00:00,4,Legal,IT,100.93,0.101
2025-03-01 09:00:00,4,Legal,OTHER,40.02,0.04
2025-03-01 09:00:00,5,Finance,AC,745.66,0.746
2025-03-01 09:00:00,5,Finance,LIGHTING,90.43,0.09
2025-03-01 09:00:00,5,Finance,IT,107.11,0.107
2025-03-01 09:00:00,5,Finance,OTHER,31.42,0.031
2025-03-01 09:00:00,6,Marketing,AC,699.23,0.699
2025-03-01 09:00:00,6,Marketing,LIGHTING,111.02,0.111
2025-03-01 09:00:00,6,Marketing,IT,136.73,0.137
2025-03-01 09:00:00,6,Marketing,OTHER,26.58,0.027
2025-03-01 09:00:00,7,Management,AC,749.78,0.75
2025-03-01 09:00:00,7,Management,LIGHTING,109.23,0.109
2025-03-01 09:00:00,7,Management,IT,72.05,0.072
2025-03-01 09:00:00,7,Management,OTHER,64.84,0.065
2025-03-01 09:00:00,8,Executive Office,AC,721.97,0.722
2025-03-01 09:00:00,8,Executive Office,LIGHTING,134.25,0.134
2025-03-01 09:00:00,8,Executive Office,IT,143.85,0.144
2025-03-01 09:00:00,8,Executive Office,OTHER,30.2,0.03
2025-03-01 10:00:00,1,Lobby,AC,606.14,0.606
2025-03-01 10:00:00,1,Lobby,LIGHTING,103.17,0.103
2025-03-01 10:00:00,1,Lobby,IT,81.75,0.082
2025-03-01 10:00:00,1,Lobby,ELEVATOR,429.03,0.429
2025-03-01 10:00:00,1,Lobby,OTHER,52.73,0.053
2025-03-01 10:00:00,2,HR,AC,788.35,0.788
2025-03-01 10:00:00,2,HR,LIGHTING,107.15,0.107
2025-03-01 10:00:00,2,HR,IT,119.58,0.12
2025-03-01 10:00:00,2,HR,OTHER,28.56,0.029
2025-03-01 10:00:00,3,IT,AC,696.98,0.697
2025-03-01 10:00:00,3,IT,LIGHTING,84.51,0.085
2025-03-01 10:00:00,3,IT,IT,110.22,0.11
2025-03-01 10:00:00,3,IT,ELEVATOR,490.38,0.49
2025-03-01 10:00:00,3,IT,OTHER,76.57,0.077
2025-03-01 10:00:00,4,Legal,AC,739.33,0.739
2025-03-01 10:00:00,4,Legal,LIGHTING,100.97,0.101
2025-03-01 10:00:00,4,Legal,IT,83.11,0.083
2025-03-01 10:00:00,4,Legal,OTHER,29.66,0.03
2025-03-01 10:00:00,5,Finance,AC,735.28,0.735
2025-03-01 10:00:00,5,Finance,LIGHTING,146.56,0.147
2025-03-01 10:00:00,5,Finance,IT,95.48,0.095
2025-03-01 10:00:00,5,Finance,OTHER,28.3,0.028
2025-03-01 10:00:00,6,Marketing,AC,670.52,0.671
2025-03-01 10:00:00,6,Marketing,LIGHTING,88.48,0.088
2025-03-01 10:00:00,6,Marketing,IT,119.08,0.119
2025-03-01 10:00:00,6,Marketing,OTHER,71.25,0.071
2025-03-01 10:00:00,7,Management,AC,772.01,0.772
2025-03-01 10:00:00,7,Management,LIGHTING,129.72,0.13
2025-03-01 10:00:00,7,Management,IT,71.92,0.072
2025-03-01 10:00:00,7,Management,OTHER,48.03,0.048
2025-03-01 10:00:00,8,Executive Office,AC,731.6,0.732
2025-03-01 10:00:00,8,Executive Office,LIGHTING,93.17,0.093
2025-03-01 10:00:00,8,Executive Office,IT,132.96,0.133
2025-03-01 10:00:00,8,Executive Office,OTHER,37.62,0.038
2025-03-01 11:00:00,1,Lobby,AC,734.72,0.735
2025-03-01 11:00:00,1,Lobby,LIGHTING,133.14,0.133
2025-03-01 11:00:00,1,Lobby,IT,97.14,0.097
2025-03-01 11:00:00,1,Lobby,ELEVATOR,497.0,0.497
2025-03-01 11:00:00,1,Lobby,OTHER,43.01,0.043
2025-03-01 11:00:00,2,HR,AC,720.04,0.72
2025-03-01 11:00:00,2,HR,LIGHTING,118.8,0.119
2025-03-01 11:00:00,2,HR,IT,62.83,0.063
2025-03-01 11:00:00,2,HR,OTHER,74.42,0.074
2025-03-01 11:00:00,3,IT,AC,786.05,0.786
2025-03-01 11:00:00,3,IT,LIGHTING,144.4,0.144
2025-03-01 11:00:00,3,IT,IT,145.31,0.145
2025-03-01 11:00:00,3,IT,ELEVATOR,436.73,0.437
2025-03-01 11:00:00,3,IT,OTHER,74.47,0.074
2025-03-01 11:00:00,4,Legal,AC,783.1,0.783
2025-03-01 11:00:00,4,Legal,LIGHTING,108.46,0.108
2025-03-01 11:00:00,4,Legal,IT,69.92,0.07
2025-03-01 11:00:00,4,Legal,OTHER,62.61,0.063
2025-03-01 11:00:00,5,Finance,AC,628.99,0.629
2025-03-01 11:00:00,5,Finance,LIGHTING,94.74,0.095
2025-03-01 11:00:00,5,Finance,IT,108.36,0.108
2025-03-01 11:00:00,5,Finance,OTHER,21.77,0.022
2025-03-01 11:00:00,6,Marketing,AC,699.45,0.699
2025-03-01 11:00:00,6,Marketing,LIGHTING,114.09,0.114
2025-03-01 11:00:00,6,Marketing,IT,131.48,0.131
2025-03-01 11:00:00,6,Marketing,OTHER,30.51,0.031
2025-03-01 11:00:00,7,Management,AC,778.38,0.778
2025-03-01 11:00:00,7,Management,LIGHTING,131.4,0.131
2025-03-01 11:00:00,7,Management,IT,88.21,0.088
2025-03-01 11:00:00,7,Management,OTHER,31.95,0.032
2025-03-01 11:00:00,8,Executive Office,AC,677.94,0.678
2025-03-01 11:00:00,8,Executive Office,LIGHTING,100.73,0.101
2025-03-01 11:00:00,8,Executive Office,IT,81.35,0.081
2025-03-01 11:00:00,8,Executive Office,OTHER,62.49,0.062
2025-03-01 12:00:00,1,Lobby,AC,768.36,0.768
2025-03-01 12:00:00,1,Lobby,LIGHTING,85.66,0.086
2025-03-01 12:00:00,1,Lobby,IT,87.04,0.087
2025-03-01 12:00:00,1,Lobby,ELEVATOR,688.08,0.688
2025-03-01 12:00:00,1,Lobby,OTHER,75.14,0.075
2025-03-01 12:00:00,2,HR,AC,784.93,0.785
2025-03-01 12:00:00,2,HR,LIGHTING,124.37,0.124
2025-03-01 12:00:00,2,HR,IT,74.4,0.074
2025-03-01 12:00:00,2,HR,OTHER,21.19,0.021
2025-03-01 12:00:00,3,IT,AC,789.94,0.79
2025-03-01 12:00:00,3,IT,LIGHTING,143.8,0.144
2025-03-01 12:00:00,3,IT,IT,69.31,0.069
2025-03-01 12:00:00,3,IT,ELEVATOR,432.12,0.432
2025-03-01 12:00:00,3,IT,OTHER,74.8,0.075
2025-03-01 12:00:00,4,Legal,AC,690.52,0.691
2025-03-01 12:00:00,4,Legal,LIGHTING,148.27,0.148
2025-03-01 12:00:00,4,Legal,IT,99.18,0.099
2025-03-01 12:00:00,4,Legal,OTHER,35.42,0.035
2025-03-01 12:00:00,5,Finance,AC,647.43,0.647
2025-03-01 12:00:00,5,Finance,LIGHTING,116.11,0.116
2025-03-01 12:00:00,5,Finance,IT,133.83,0.134
2025-03-01 12:00:00,5,Finance,OTHER,36.27,0.036
2025-03-01 12:00:00,6,Marketing,AC,763.3,0.763
2025-03-01 12:00:00,6,Marketing,LIGHTING,93.88,0.094
2025-03-01 12:00:00,6,Marketing,IT,94.52,0.095
2025-03-01 12:00:00,6,Marketing,OTHER,64.74,0.065
2025-03-01 12:00:00,7,Management,AC,778.2,0.778
2025-03-01 12:00:00,7,Management,LIGHTING,88.78,0.089
2025-03-01 12:00:00,7,Management,IT,83.98,0.084
2025-03-01 12:00:00,7,Management,OTHER,57.13,0.057
